datetimeUtc,no,no2,nox,relativehumidity,temperature,wind_direction,wind_speed,hour,day,weekday
2026-01-26 00:15:00+00:00,12.7,37.2,0.03,97.0,7.3,359.0,0.3,0,26,0
2026-01-26 00:30:00+00:00,21.5,32.6,0.0351,97.0,7.2,359.0,0.3,0,26,0
2026-01-26 00:45:00+00:00,40.9,31.3,0.0509,98.0,7.1,359.0,0.3,0,26,0
2026-01-26 01:00:00+00:00,22.9,28.4,0.0346,98.0,7.1,359.0,0.3,1,26,0
2026-01-26 01:15:00+00:00,11.3,31.7,0.026,97.0,7.0,359.0,0.3,1,26,0
2026-01-26 01:30:00+00:00,50.3,26.0,0.0549,97.0,6.8,359.0,0.3,1,26,0
2026-01-26 01:45:00+00:00,109.5,31.8,0.1054,98.0,7.0,359.0,0.3,1,26,0
2026-01-26 02:00:00+00:00,17.8,28.3,0.0294,98.0,7.0,,0.3,2,26,0
2026-01-26 02:15:00+00:00,42.8,33.3,0.0514,98.0,7.0,359.0,0.3,2,26,0
2026-01-26 02:30:00+00:00,42.3,28.3,0.0497,98.0,7.5,360.0,0.4,2,26,0
2026-01-26 02:45:00+00:00,25.2,35.8,0.0395,97.0,8.1,359.0,0.9,2,26,0
2026-01-26 03:00:00+00:00,36.6,61.8,0.0624,94.0,8.8,,0.9,3,26,0
2026-01-26 03:15:00+00:00,60.8,105.0,0.1051,85.0,9.6,360.0,1.8,3,26,0
2026-01-26 03:30:00+00:00,17.3,93.3,0.0634,76.0,10.6,360.0,1.2,3,26,0
2026-01-26 03:45:00+00:00,8.3,56.6,0.0369,71.0,11.6,359.0,0.3,3,26,0
2026-01-26 04:00:00+00:00,10.7,50.2,0.0352,68.0,12.1,359.0,0.9,4,26,0
2026-01-26 04:15:00+00:00,13.9,52.6,0.0395,65.0,12.3,360.0,1.8,4,26,0
2026-01-26 04:30:00+00:00,15.8,51.1,0.04,63.0,12.6,359.0,1.7,4,26,0
2026-01-26 05:00:00+00:00,17.7,42.9,0.0365,61.0,12.9,360.0,1.8,5,26,0
2026-01-26 05:15:00+00:00,7.1,46.1,0.0303,60.0,13.3,360.0,1.5,5,26,0
2026-01-26 05:30:00+00:00,5.0,41.7,0.0262,59.0,13.6,,1.3,5,26,0
2026-01-26 05:45:00+00:00,4.8,42.5,0.0265,58.0,13.9,359.0,1.6,5,26,0
2026-01-26 06:00:00+00:00,23.7,50.1,0.047,55.0,14.5,360.0,1.0,6,26,0
2026-01-26 06:15:00+00:00,7.0,44.4,0.0292,52.0,15.1,359.0,1.3,6,26,0
2026-01-26 06:30:00+00:00,12.1,56.2,0.0395,52.0,15.1,360.0,3.0,6,26,0
2026-01-26 06:45:00+00:00,4.6,39.9,0.0248,53.0,15.0,360.0,2.1,6,26,0
2026-01-26 07:00:00+00:00,6.1,50.1,0.0314,52.0,15.3,360.0,2.1,7,26,0
2026-01-26 07:15:00+00:00,4.0,37.2,0.0229,51.0,15.3,,2.0,7,26,0
2026-01-26 07:30:00+00:00,3.6,38.1,0.0231,51.0,15.4,,1.5,7,26,0
2026-01-26 07:45:00+00:00,6.7,54.4,0.0334,50.0,15.6,,2.1,7,26,0
2026-01-26 08:00:00+00:00,6.6,55.8,0.0351,50.0,15.7,360.0,2.3,8,26,0
2026-01-26 08:15:00+00:00,9.1,67.4,0.0433,49.0,15.9,360.0,2.5,8,26,0
2026-01-26 08:30:00+00:00,10.5,65.8,0.0436,48.0,15.9,,3.0,8,26,0
2026-01-26 08:45:00+00:00,14.3,67.4,0.0481,47.0,16.0,,2.4,8,26,0
2026-01-26 09:00:00+00:00,9.8,61.2,0.0407,47.0,16.1,,2.5,9,26,0
2026-01-26 09:15:00+00:00,29.0,83.1,0.0687,46.0,16.0,360.0,1.3,9,26,0
2026-01-26 09:30:00+00:00,16.4,69.7,0.05,46.0,15.8,360.0,1.0,9,26,0
2026-01-26 09:45:00+00:00,4.2,38.0,0.0235,47.0,15.8,360.0,2.0,9,26,0
2026-01-26 10:00:00+00:00,5.7,48.0,0.0307,47.0,15.9,360.0,0.6,10,26,0
2026-01-26 10:15:00+00:00,1.6,42.9,0.0241,48.0,15.8,360.0,1.2,10,26,0
2026-01-26 10:30:00+00:00,2.9,48.5,0.0281,49.0,15.8,,2.6,10,26,0
2026-01-26 10:45:00+00:00,2.2,43.6,0.025,50.0,15.4,359.0,1.9,10,26,0
2026-01-26 11:00:00+00:00,2.6,45.3,0.0262,51.0,15.1,358.0,1.1,11,26,0
2026-01-26 11:15:00+00:00,2.2,45.1,0.0258,53.0,15.0,358.0,1.0,11,26,0
2026-01-26 11:30:00+00:00,1.6,61.3,0.0341,56.0,14.7,357.0,1.1,11,26,0
2026-01-26 11:45:00+00:00,6.6,65.2,0.0409,56.0,14.5,360.0,1.3,11,26,0
2026-01-26 12:00:00+00:00,11.8,79.9,0.0518,60.0,14.2,360.0,0.3,12,26,0
2026-01-26 12:15:00+00:00,9.0,71.9,0.0456,64.0,13.9,,0.3,12,26,0
2026-01-26 12:30:00+00:00,6.4,71.8,0.0434,69.0,13.4,360.0,0.3,12,26,0
2026-01-26 12:45:00+00:00,5.1,70.9,0.0419,71.0,13.0,360.0,0.5,12,26,0
2026-01-26 13:00:00+00:00,15.5,80.3,0.0559,74.0,12.8,359.0,0.3,13,26,0
2026-01-26 13:15:00+00:00,13.3,79.7,0.055,73.0,12.6,359.0,0.3,13,26,0
2026-01-26 13:30:00+00:00,77.4,120.3,0.1264,68.0,12.8,359.0,1.4,13,26,0
2026-01-26 13:45:00+00:00,62.2,129.7,0.1196,64.0,12.9,359.0,0.9,13,26,0
2026-01-26 14:00:00+00:00,22.5,91.6,0.0658,68.0,12.6,358.0,0.3,14,26,0
2026-01-26 14:15:00+00:00,32.7,95.6,0.0787,72.0,12.3,358.0,0.5,14,26,0
2026-01-26 14:30:00+00:00,137.8,109.2,0.1703,70.0,12.4,359.0,0.8,14,26,0
2026-01-26 14:45:00+00:00,45.6,90.1,0.0854,73.0,12.2,358.0,0.3,14,26,0
2026-01-26 15:00:00+00:00,11.4,63.1,0.043,82.0,11.4,359.0,0.8,15,26,0
2026-01-26 15:15:00+00:00,22.0,70.1,0.0549,83.0,11.1,360.0,0.3,15,26,0
2026-01-26 15:30:00+00:00,35.7,83.8,0.0732,83.0,10.7,360.0,0.3,15,26,0
2026-01-26 15:45:00+00:00,38.3,81.7,0.0735,84.0,10.6,360.0,0.3,15,26,0
2026-01-26 16:00:00+00:00,18.7,58.6,0.0461,88.0,10.3,360.0,0.3,16,26,0
2026-01-26 16:15:00+00:00,31.6,64.6,0.06,90.0,10.0,360.0,0.3,16,26,0
2026-01-26 16:30:00+00:00,49.3,64.9,0.0748,91.0,9.8,360.0,0.3,16,26,0
2026-01-26 16:45:00+00:00,28.4,63.1,0.0572,91.0,9.7,359.0,0.3,16,26,0
2026-01-26 17:00:00+00:00,34.8,61.2,0.0602,91.0,9.6,359.0,0.3,17,26,0
2026-01-26 17:15:00+00:00,51.7,61.8,0.0741,92.0,9.4,358.0,0.3,17,26,0
2026-01-26 17:30:00+00:00,37.5,54.7,0.0596,93.0,9.3,358.0,0.3,17,26,0
2026-01-26 17:45:00+00:00,48.0,49.3,0.0653,93.0,9.2,359.0,0.3,17,26,0
2026-01-26 18:00:00+00:00,46.3,46.0,0.0621,93.0,9.1,359.0,0.3,18,26,0
2026-01-26 18:15:00+00:00,40.7,45.2,0.0574,93.0,9.0,359.0,0.3,18,26,0
2026-01-26 19:15:00+00:00,35.2,46.7,0.0534,95.0,8.7,358.0,0.3,19,26,0
2026-01-26 19:30:00+00:00,28.0,49.3,0.049,95.0,8.7,359.0,0.3,19,26,0
2026-01-26 19:45:00+00:00,40.5,44.5,0.0569,95.0,8.8,359.0,0.3,19,26,0
2026-01-26 20:00:00+00:00,35.9,41.7,0.0514,95.0,8.8,359.0,0.3,20,26,0
2026-01-26 20:15:00+00:00,31.2,40.3,0.0469,95.0,8.7,359.0,0.3,20,26,0
2026-01-26 20:30:00+00:00,26.3,43.2,0.0445,95.0,8.7,359.0,0.3,20,26,0
2026-01-26 20:45:00+00:00,34.4,33.9,0.046,95.0,8.7,359.0,0.3,20,26,0
2026-01-26 21:00:00+00:00,24.1,41.5,0.0418,95.0,8.7,358.0,0.3,21,26,0
2026-01-26 21:15:00+00:00,31.6,39.6,0.047,95.0,8.7,358.0,0.3,21,26,0
2026-01-26 21:30:00+00:00,99.1,43.4,0.104,95.0,9.1,359.0,0.3,21,26,0
2026-01-26 21:45:00+00:00,123.9,49.7,0.1269,94.0,9.2,359.0,0.3,21,26,0
2026-01-26 22:00:00+00:00,88.0,44.4,0.0954,94.0,9.1,359.0,0.3,22,26,0
2026-01-26 22:15:00+00:00,104.1,41.1,0.1064,95.0,9.0,359.0,0.3,22,26,0
2026-01-26 22:30:00+00:00,106.3,38.3,0.1065,95.0,9.1,359.0,0.3,22,26,0
2026-01-26 22:45:00+00:00,109.8,40.0,0.1104,95.0,9.1,359.0,0.3,22,26,0
2026-01-26 23:00:00+00:00,130.1,36.1,0.1249,96.0,9.1,359.0,0.3,23,26,0
2026-01-26 23:15:00+00:00,139.8,40.1,0.135,96.0,9.2,359.0,0.3,23,26,0
2026-01-26 23:30:00+00:00,132.2,39.4,0.1284,95.0,9.1,359.0,0.3,23,26,0
2026-01-26 23:45:00+00:00,167.2,41.8,0.1598,96.0,9.3,359.0,0.3,23,26,0
2026-01-27 00:00:00+00:00,216.2,54.0,0.2044,94.0,9.6,359.0,0.3,0,27,1
2026-01-27 00:15:00+00:00,177.4,48.7,0.1691,92.0,9.7,359.0,0.3,0,27,1
2026-01-27 00:30:00+00:00,166.0,32.5,0.152,92.0,9.5,,0.5,0,27,1
2026-01-27 00:45:00+00:00,182.1,29.7,0.1614,94.0,9.3,360.0,0.4,0,27,1
2026-01-27 01:00:00+00:00,188.4,37.1,0.1728,93.0,9.5,,0.3,1,27,1
2026-01-27 01:15:00+00:00,194.3,32.1,0.1749,94.0,9.4,,0.3,1,27,1
2026-01-27 01:30:00+00:00,166.6,28.2,0.1505,94.0,9.3,,0.3,1,27,1
2026-01-27 01:45:00+00:00,244.8,9.6,0.2022,94.0,9.2,360.0,0.3,1,27,1
2026-01-27 02:00:00+00:00,284.8,34.8,0.251,94.0,9.5,358.0,0.3,2,27,1
2026-01-27 02:15:00+00:00,186.8,30.4,0.1674,93.0,9.5,358.0,0.3,2,27,1
2026-01-27 02:30:00+00:00,212.6,38.2,0.1923,93.0,9.6,358.0,0.3,2,27,1
2026-01-27 02:45:00+00:00,287.0,16.4,0.2422,90.0,10.3,359.0,0.3,2,27,1
2026-01-27 03:00:00+00:00,140.4,61.2,0.1467,86.0,10.7,360.0,1.6,3,27,1
2026-01-27 03:15:00+00:00,100.3,68.6,0.1177,81.0,11.2,360.0,1.2,3,27,1
2026-01-27 03:30:00+00:00,64.0,70.2,0.0893,77.0,11.6,360.0,2.1,3,27,1
2026-01-27 03:45:00+00:00,72.0,72.3,0.0972,77.0,11.7,360.0,2.2,3,27,1
2026-01-27 04:00:00+00:00,51.8,73.2,0.0811,77.0,11.8,360.0,2.2,4,27,1
2026-01-27 04:15:00+00:00,37.3,64.4,0.0646,77.0,11.9,360.0,3.3,4,27,1
2026-01-27 04:30:00+00:00,74.2,68.5,0.0974,74.0,12.3,359.0,1.3,4,27,1
2026-01-27 04:45:00+00:00,42.5,58.7,0.065,70.0,12.8,360.0,2.2,4,27,1
2026-01-27 06:15:00+00:00,36.5,61.1,0.0621,90.0,11.3,358.0,4.0,6,27,1
2026-01-27 06:45:00+00:00,16.5,29.3,0.0291,88.0,11.7,358.0,8.0,6,27,1
2026-01-27 07:00:00+00:00,12.7,26.9,0.0246,86.0,12.1,358.0,6.8,7,27,1
2026-01-27 07:15:00+00:00,9.1,32.6,0.0247,85.0,12.2,359.0,6.6,7,27,1
2026-01-27 07:30:00+00:00,11.0,42.7,0.0316,85.0,12.3,359.0,6.3,7,27,1
2026-01-27 07:45:00+00:00,10.3,49.2,0.0345,84.0,12.4,359.0,6.5,7,27,1
2026-01-27 08:00:00+00:00,11.8,53.4,0.038,84.0,12.5,358.0,4.9,8,27,1
2026-01-27 08:15:00+00:00,11.6,51.1,0.0367,82.0,12.8,358.0,5.3,8,27,1
2026-01-27 08:30:00+00:00,9.2,45.2,0.0315,82.0,12.9,358.0,5.9,8,27,1
2026-01-27 08:45:00+00:00,9.1,39.9,0.0286,83.0,13.0,358.0,7.5,8,27,1
2026-01-27 09:00:00+00:00,7.4,43.9,0.0294,82.0,13.3,358.0,7.9,9,27,1
2026-01-27 09:15:00+00:00,13.6,58.0,0.043,83.0,13.1,358.0,5.9,9,27,1
2026-01-27 09:30:00+00:00,5.0,53.4,0.0325,86.0,13.0,359.0,3.6,9,27,1
2026-01-27 09:45:00+00:00,6.6,52.6,0.0333,86.0,13.1,359.0,5.3,9,27,1
2026-01-27 10:00:00+00:00,4.7,54.6,0.0328,85.0,13.0,358.0,4.8,10,27,1
2026-01-27 10:15:00+00:00,4.9,60.9,0.0364,85.0,13.1,359.0,5.3,10,27,1
2026-01-27 10:30:00+00:00,4.6,62.6,0.037,84.0,13.1,360.0,4.9,10,27,1
2026-01-27 10:45:00+00:00,3.7,62.9,0.0365,84.0,13.1,,5.2,10,27,1
2026-01-27 11:00:00+00:00,1.2,48.7,0.0269,84.0,13.1,359.0,6.2,11,27,1
2026-01-27 11:15:00+00:00,1.6,49.9,0.0279,84.0,13.1,358.0,6.3,11,27,1
2026-01-27 11:30:00+00:00,1.6,47.8,0.0267,84.0,12.9,358.0,6.0,11,27,1
2026-01-27 11:45:00+00:00,1.5,40.9,0.023,85.0,12.7,358.0,6.3,11,27,1
2026-01-27 12:00:00+00:00,1.7,42.4,0.0239,86.0,12.6,358.0,4.7,12,27,1
2026-01-27 12:15:00+00:00,1.3,69.2,0.0378,86.0,12.5,359.0,4.9,12,27,1
2026-01-27 12:30:00+00:00,0.8,64.6,0.0352,87.0,12.4,359.0,5.0,12,27,1
2026-01-27 12:45:00+00:00,0.8,58.7,0.0319,87.0,12.3,359.0,4.4,12,27,1
2026-01-27 13:00:00+00:00,0.9,57.3,0.0312,87.0,12.2,359.0,6.0,13,27,1
2026-01-27 13:15:00+00:00,0.8,58.2,0.0316,88.0,12.2,359.0,5.0,13,27,1
2026-01-27 13:30:00+00:00,1.2,,0.0328,88.0,12.1,359.0,3.6,13,27,1
2026-01-27 13:45:00+00:00,1.4,57.6,0.0318,88.0,12.1,359.0,4.1,13,27,1
2026-01-27 14:00:00+00:00,1.6,56.3,0.0312,88.0,12.1,359.0,4.0,14,27,1
2026-01-27 14:15:00+00:00,1.8,59.4,0.0331,88.0,12.0,359.0,2.7,14,27,1
2026-01-27 14:30:00+00:00,2.5,62.1,0.035,89.0,12.0,359.0,3.7,14,27,1
2026-01-27 14:45:00+00:00,1.7,57.8,0.0319,89.0,12.0,359.0,4.6,14,27,1
2026-01-27 15:00:00+00:00,2.0,41.4,0.0237,88.0,11.9,359.0,4.4,15,27,1
2026-01-27 15:15:00+00:00,2.3,37.8,0.0219,88.0,11.9,358.0,3.3,15,27,1
2026-01-27 15:30:00+00:00,1.7,38.2,0.0217,88.0,11.9,359.0,3.5,15,27,1
2026-01-27 15:45:00+00:00,4.0,43.8,0.0267,88.0,11.9,358.0,1.8,15,27,1
2026-01-27 16:00:00+00:00,2.6,31.9,0.0191,88.0,11.9,358.0,4.6,16,27,1
2026-01-27 16:15:00+00:00,2.1,37.8,0.0218,89.0,11.8,359.0,4.3,16,27,1
2026-01-27 16:30:00+00:00,2.0,39.7,0.0227,90.0,11.7,359.0,4.7,16,27,1
2026-01-27 16:45:00+00:00,7.4,42.4,0.0285,91.0,11.7,358.0,1.2,16,27,1
2026-01-27 17:00:00+00:00,2.5,39.4,0.0228,91.0,11.7,358.0,0.8,17,27,1
2026-01-27 17:15:00+00:00,14.3,53.2,0.0402,91.0,11.7,357.0,0.3,17,27,1
2026-01-27 17:45:00+00:00,16.8,48.9,0.0398,91.0,11.8,359.0,0.3,17,27,1
2026-01-27 18:00:00+00:00,17.2,55.7,0.0439,91.0,11.8,358.0,0.3,18,27,1
2026-01-27 18:15:00+00:00,2.9,41.6,0.0245,91.0,11.8,357.0,0.3,18,27,1
2026-01-27 19:15:00+00:00,1.3,41.9,0.0234,93.0,11.7,358.0,1.9,19,27,1
2026-01-27 19:30:00+00:00,2.2,44.6,0.0255,92.0,11.8,,0.3,19,27,1
2026-01-27 19:45:00+00:00,6.0,42.1,0.027,92.0,11.8,358.0,0.3,19,27,1
2026-01-27 20:00:00+00:00,2.3,38.6,0.0224,92.0,11.8,359.0,0.5,20,27,1
2026-01-27 20:15:00+00:00,3.5,37.2,0.0226,93.0,11.7,358.0,0.4,20,27,1
2026-01-27 20:30:00+00:00,7.7,37.1,0.0263,93.0,11.8,357.0,0.3,20,27,1
2026-01-27 20:45:00+00:00,5.4,44.9,0.0281,92.0,11.8,357.0,0.3,20,27,1
2026-01-27 21:00:00+00:00,9.5,41.5,0.0298,92.0,11.9,357.0,0.3,21,27,1
2026-01-27 21:15:00+00:00,6.3,40.3,0.0264,91.0,12.0,357.0,0.3,21,27,1
2026-01-27 21:30:00+00:00,8.2,50.0,0.0332,91.0,12.0,359.0,0.7,21,27,1
2026-01-27 21:45:00+00:00,1.3,43.6,0.0242,92.0,11.8,358.0,0.6,21,27,1
2026-01-27 22:00:00+00:00,1.9,36.3,0.0208,93.0,11.7,358.0,0.7,22,27,1
2026-01-27 22:15:00+00:00,12.5,36.9,0.0293,93.0,11.7,358.0,0.3,22,27,1
2026-01-27 22:30:00+00:00,21.3,39.6,0.0381,93.0,11.9,358.0,0.3,22,27,1
2026-01-27 22:45:00+00:00,13.0,35.2,0.0305,92.0,11.8,358.0,0.3,22,27,1
2026-01-27 23:00:00+00:00,19.1,49.5,0.0415,92.0,11.9,358.0,0.3,23,27,1
2026-01-27 23:15:00+00:00,20.5,57.0,0.0471,91.0,12.0,358.0,0.3,23,27,1
2026-01-27 23:30:00+00:00,13.4,46.3,0.0356,92.0,11.8,358.0,0.3,23,27,1
2026-01-27 23:45:00+00:00,4.8,41.7,0.0262,92.0,11.8,358.0,0.3,23,27,1
2026-01-28 00:00:00+00:00,3.4,41.4,0.0247,92.0,11.8,357.0,0.3,0,28,2
2026-01-28 00:15:00+00:00,10.8,37.9,0.0288,93.0,11.8,358.0,0.3,0,28,2
2026-01-28 00:30:00+00:00,43.1,40.1,0.0555,92.0,11.9,357.0,0.3,0,28,2
2026-01-28 00:45:00+00:00,132.8,47.9,0.1347,92.0,12.0,357.0,0.3,0,28,2
2026-01-28 01:00:00+00:00,98.4,45.5,0.1038,91.0,12.1,358.0,0.3,1,28,2
2026-01-28 01:15:00+00:00,92.8,55.1,0.1049,91.0,12.1,358.0,0.3,1,28,2
2026-01-28 01:30:00+00:00,101.4,53.4,0.1092,91.0,12.1,358.0,0.3,1,28,2
2026-01-28 01:45:00+00:00,145.4,49.1,0.1458,90.0,12.3,359.0,0.9,1,28,2
2026-01-28 02:00:00+00:00,153.8,54.0,0.153,90.0,12.3,358.0,0.7,2,28,2
2026-01-28 02:15:00+00:00,167.6,60.9,0.1682,89.0,12.4,359.0,1.1,2,28,2
2026-01-28 02:30:00+00:00,145.5,64.5,0.1547,89.0,12.5,359.0,0.8,2,28,2
2026-01-28 03:00:00+00:00,151.7,56.8,0.1539,89.0,12.5,358.0,1.3,3,28,2
2026-01-28 03:15:00+00:00,142.4,67.2,0.153,89.0,12.6,359.0,2.0,3,28,2
2026-01-28 03:30:00+00:00,122.6,65.8,0.1356,90.0,12.5,340.0,2.6,3,28,2
2026-01-28 03:45:00+00:00,156.6,47.3,0.1528,90.0,12.5,305.0,1.4,3,28,2
2026-01-28 04:00:00+00:00,135.1,58.1,0.1429,90.0,12.6,314.0,1.6,4,28,2
2026-01-28 04:15:00+00:00,148.2,53.8,0.1499,89.0,12.8,322.0,2.2,4,28,2
2026-01-28 04:30:00+00:00,92.4,58.3,0.106,88.0,12.8,324.0,2.0,4,28,2
2026-01-28 04:45:00+00:00,75.7,51.3,0.0913,86.0,13.0,336.0,2.5,4,28,2
2026-01-28 05:00:00+00:00,47.0,55.4,0.0685,85.0,13.1,343.0,1.9,5,28,2
2026-01-28 05:15:00+00:00,103.4,46.2,0.1066,84.0,13.3,348.0,1.9,5,28,2
2026-01-28 05:30:00+00:00,67.9,57.4,0.0868,83.0,13.3,351.0,2.0,5,28,2
2026-01-28 05:45:00+00:00,9.3,54.9,0.0369,85.0,13.1,356.0,2.0,5,28,2
2026-01-28 06:00:00+00:00,14.2,55.0,0.0398,85.0,13.1,355.0,2.3,6,28,2
2026-01-28 06:15:00+00:00,14.4,56.1,0.0417,84.0,13.2,355.0,2.9,6,28,2
2026-01-28 06:30:00+00:00,12.9,42.3,0.0326,83.0,13.2,357.0,2.8,6,28,2
2026-01-28 06:45:00+00:00,18.4,52.3,0.043,84.0,13.1,358.0,2.3,6,28,2
2026-01-28 07:00:00+00:00,25.2,61.0,0.0529,84.0,13.0,358.0,2.6,7,28,2
2026-01-28 07:15:00+00:00,62.1,51.6,0.076,84.0,13.2,358.0,2.0,7,28,2
2026-01-28 07:30:00+00:00,45.1,60.7,0.0698,82.0,13.4,358.0,1.6,7,28,2
2026-01-28 07:45:00+00:00,12.8,57.0,0.0408,81.0,13.6,359.0,1.1,7,28,2
2026-01-28 08:00:00+00:00,59.7,67.0,0.0855,78.0,14.0,358.0,0.6,8,28,2
2026-01-28 08:15:00+00:00,89.1,78.8,0.113,76.0,14.3,350.0,0.9,8,28,2
2026-01-28 08:30:00+00:00,116.7,86.6,0.142,74.0,14.4,343.0,1.6,8,28,2
2026-01-28 08:45:00+00:00,106.3,91.1,0.1352,73.0,14.3,334.0,2.4,8,28,2
2026-01-28 09:00:00+00:00,144.2,99.5,0.1706,75.0,14.2,344.0,2.0,9,28,2
2026-01-28 09:15:00+00:00,126.7,94.8,0.1528,76.0,14.1,348.0,2.8,9,28,2
2026-01-28 09:30:00+00:00,120.1,94.7,0.1494,75.0,14.1,354.0,3.2,9,28,2
2026-01-28 09:45:00+00:00,87.1,91.5,0.1191,74.0,14.1,357.0,3.3,9,28,2
2026-01-28 10:00:00+00:00,87.3,83.0,0.1146,75.0,14.0,357.0,3.3,10,28,2
2026-01-28 10:15:00+00:00,97.7,88.3,0.1263,75.0,14.0,358.0,3.0,10,28,2
2026-01-28 10:30:00+00:00,92.2,82.6,0.12,76.0,14.0,358.0,2.7,10,28,2
2026-01-28 10:45:00+00:00,76.4,82.6,0.106,76.0,14.0,359.0,1.7,10,28,2
2026-01-28 11:00:00+00:00,32.4,62.2,0.0592,75.0,14.0,358.0,1.6,11,28,2
2026-01-28 11:15:00+00:00,7.4,38.7,0.0262,72.0,14.1,358.0,1.3,11,28,2
2026-01-28 11:30:00+00:00,64.3,75.3,0.0902,73.0,13.8,358.0,1.0,11,28,2
2026-01-28 11:45:00+00:00,117.0,104.5,0.1507,74.0,13.7,359.0,1.4,11,28,2
2026-01-28 12:00:00+00:00,125.9,107.7,0.16,77.0,13.6,359.0,1.4,12,28,2
2026-01-28 12:15:00+00:00,163.9,86.0,0.1796,79.0,13.3,359.0,1.1,12,28,2
2026-01-28 12:30:00+00:00,201.2,84.0,0.2073,81.0,13.1,359.0,0.5,12,28,2
2026-01-28 12:45:00+00:00,212.2,82.9,0.2162,83.0,12.8,358.0,0.3,12,28,2
2026-01-28 13:00:00+00:00,227.2,72.8,0.2219,85.0,12.6,359.0,0.5,13,28,2
2026-01-28 13:15:00+00:00,206.2,105.1,0.2219,85.0,12.6,359.0,0.3,13,28,2
2026-01-28 13:30:00+00:00,241.6,42.5,0.2172,86.0,12.5,359.0,0.3,13,28,2
2026-01-28 13:45:00+00:00,252.2,34.9,0.2235,86.0,12.6,359.0,0.6,13,28,2
2026-01-28 14:00:00+00:00,209.6,73.6,0.2097,86.0,12.6,359.0,1.5,14,28,2
2026-01-28 14:15:00+00:00,132.8,90.1,0.1569,86.0,12.7,359.0,2.3,14,28,2
2026-01-28 14:30:00+00:00,128.0,91.6,0.1534,86.0,12.6,359.0,2.3,14,28,2
2026-01-28 14:45:00+00:00,124.4,85.3,0.1468,86.0,12.4,358.0,1.9,14,28,2
2026-01-28 15:00:00+00:00,187.8,70.5,0.1897,87.0,12.4,358.0,1.0,15,28,2
2026-01-28 15:15:00+00:00,207.9,73.9,0.2077,88.0,12.3,358.0,0.8,15,28,2
2026-01-28 15:30:00+00:00,188.9,80.7,0.1945,88.0,12.3,357.0,0.8,15,28,2
2026-01-28 15:45:00+00:00,201.0,76.0,0.2029,88.0,12.3,356.0,0.7,15,28,2
2026-01-28 16:00:00+00:00,190.5,70.9,0.1921,89.0,12.2,357.0,0.8,16,28,2
2026-01-28 16:15:00+00:00,192.6,67.9,0.1922,90.0,12.0,352.0,0.9,16,28,2
2026-01-28 16:30:00+00:00,168.4,75.6,0.1775,91.0,11.8,353.0,0.3,16,28,2
2026-01-28 16:45:00+00:00,177.6,62.1,0.1781,92.0,11.7,353.0,0.3,16,28,2
2026-01-28 17:00:00+00:00,168.5,65.6,0.1725,92.0,11.6,349.0,0.4,17,28,2
2026-01-28 17:15:00+00:00,125.6,64.8,0.1364,92.0,11.6,350.0,0.9,17,28,2
2026-01-28 17:30:00+00:00,110.6,62.6,0.1236,92.0,11.6,353.0,0.8,17,28,2
2026-01-28 17:45:00+00:00,105.9,62.9,0.1183,92.0,11.5,354.0,0.9,17,28,2
2026-01-28 18:00:00+00:00,151.1,56.4,0.1526,91.0,11.6,353.0,0.5,18,28,2
2026-01-28 18:15:00+00:00,62.4,54.5,0.0795,92.0,11.5,353.0,1.8,18,28,2
2026-01-28 19:15:00+00:00,22.6,51.8,0.046,92.0,11.3,333.0,2.1,19,28,2
2026-01-28 19:30:00+00:00,23.1,58.9,0.0501,91.0,11.4,336.0,3.1,19,28,2
2026-01-28 19:45:00+00:00,13.1,58.3,0.0416,91.0,11.5,337.0,1.8,19,28,2
2026-01-28 20:00:00+00:00,32.6,63.4,0.0604,91.0,11.6,340.0,2.3,20,28,2
2026-01-28 20:15:00+00:00,19.8,53.6,0.0446,91.0,11.5,343.0,3.3,20,28,2
2026-01-28 20:30:00+00:00,20.8,52.6,0.0461,92.0,11.5,346.0,2.9,20,28,2
2026-01-28 20:45:00+00:00,22.6,48.1,0.0441,92.0,11.4,349.0,2.2,20,28,2
2026-01-28 21:00:00+00:00,15.7,43.5,0.0354,92.0,11.4,349.0,2.4,21,28,2
2026-01-28 21:15:00+00:00,12.6,38.4,0.0305,93.0,11.3,351.0,3.0,21,28,2
2026-01-28 21:30:00+00:00,8.7,37.0,0.0268,94.0,11.3,352.0,3.2,21,28,2
2026-01-28 21:45:00+00:00,10.3,27.7,0.0234,94.0,11.2,353.0,2.5,21,28,2
2026-01-28 22:00:00+00:00,8.4,27.8,0.0216,94.0,11.1,355.0,3.4,22,28,2
2026-01-28 22:15:00+00:00,5.4,30.0,0.0204,94.0,11.1,356.0,2.6,22,28,2
2026-01-28 22:30:00+00:00,9.5,25.5,0.0215,94.0,11.0,354.0,3.1,22,28,2
2026-01-28 22:45:00+00:00,9.3,30.9,0.0239,94.0,11.0,354.0,2.0,22,28,2
2026-01-28 23:00:00+00:00,6.5,28.8,0.0207,94.0,11.1,353.0,3.0,23,28,2
2026-01-28 23:15:00+00:00,5.1,27.6,0.0186,93.0,11.0,355.0,2.8,23,28,2
2026-01-28 23:30:00+00:00,8.0,30.2,0.0226,93.0,11.0,354.0,2.9,23,28,2
2026-01-28 23:45:00+00:00,6.9,29.0,0.0211,93.0,11.0,354.0,1.1,23,28,2
2026-01-29 00:00:00+00:00,13.9,32.8,0.0299,93.0,11.0,351.0,2.6,0,29,3
